product_key,sku,product_name,product_class_id,subcategory,category,department,product_family,size,brand_name,manufacturer,supplier
965,43048001,"Cupcakes Chocolate",NULL,cake,cake,NULL,NULL,"12.7 oz",Hostess,Hostess,RowanWarehouse
966,43049001,"Pie Apple",NULL,apple,apple,NULL,NULL,"4.5 oz",Hostess,Hostess,RowanWarehouse
967,43050001,"Donuts Crunch Donettes Single Serve",NULL,donuts,donuts,NULL,NULL,"4 oz",Hostees,Hostees,RowanWarehouse
968,43051001,"Donuts Frosted Donettes Single Serve",NULL,donuts,donuts,NULL,NULL,"3 oz",Hostees,Hostees,RowanWarehouse
969,43052001,"Donuts Powdered Bagged Donettes",NULL,donuts,donuts,NULL,NULL,"10.5 oz",Hostees,Hostees,RowanWarehouse
970,43053001,"Donuts Powdered Donettes Single Serve",NULL,donuts,donuts,NULL,NULL,"3 oz",Hostees,Hostees,RowanWarehouse
971,43054001,"Horatio Avocado Dip ",NULL,dip,Dips,NULL,NULL,9,Horatio,Horatio,RowanWarehouse
972,43055001,"Horatio Buttered Popcorn ",NULL,popcorn,Popcorn,NULL,NULL,15.7,Horatio,Horatio,RowanWarehouse
973,43056001,"Horatio Cheese Dip ",NULL,"contains cheese",Dips,NULL,NULL,5.03,Horatio,Horatio,RowanWarehouse
974,43057001,"Horatio Chocolate Chip Cookies ",NULL,cookie,Cookies,NULL,NULL,8,Horatio,Horatio,RowanWarehouse
975,43058001,"Horatio Fondue Mix ",NULL,Dips,Dips,NULL,NULL,17.6,Horatio,Horatio,RowanWarehouse
976,43059001,"Horatio Frosted Cookies ",NULL,cookie,Cookies,NULL,NULL,8.6,Horatio,Horatio,RowanWarehouse
977,43060001,"Horatio Fudge Brownies ",NULL,Cookies,Cookies,NULL,NULL,4.17,Horatio,Horatio,RowanWarehouse
978,43061001,"Horatio Fudge Cookies ",NULL,cookie,Cookies,NULL,NULL,9.8,Horatio,Horatio,RowanWarehouse
979,43062001,"Horatio Graham Crackers ",NULL,Cookies,Cookies,NULL,NULL,15.2,Horatio,Horatio,RowanWarehouse
980,43063001,"Horatio Lemon Cookies ",NULL,cookie,Cookies,NULL,NULL,14.1,Horatio,Horatio,RowanWarehouse
981,43064001,"Horatio Low Fat Cookies ",NULL,cookie,Cookies,NULL,NULL,15.1,Horatio,Horatio,RowanWarehouse
982,43065001,"Horatio Low Fat Popcorn ",NULL,popcorn,Popcorn,NULL,NULL,13.1,Horatio,Horatio,RowanWarehouse
983,43066001,"Horatio No Salt Popcorn ",NULL,popcorn,Popcorn,NULL,NULL,16.5,Horatio,Horatio,RowanWarehouse
984,43067001,"Horatio Salsa Dip ",NULL,dip,Dips,NULL,NULL,20.7,Horatio,Horatio,RowanWarehouse
985,43068001,"Horatio Sugar Cookies ",NULL,cookie,Cookies,NULL,NULL,14.7,Horatio,Horatio,RowanWarehouse
986,43071001,"Hilltop 200 MG Acetominifen ",NULL,Acetominifen,Acetominifen,NULL,NULL,17.8,Hilltop,Hilltop,RowanWarehouse
987,43072001,"Hilltop 200 MG Ibuprofen ",NULL,Ibuprofen,Ibuprofen,NULL,NULL,7.77,Hilltop,Hilltop,RowanWarehouse
988,43073001,"Hilltop Buffered Aspirin ",NULL,Aspirin,Aspirin,NULL,NULL,4.48,Hilltop,Hilltop,RowanWarehouse
989,43074001,"Hilltop Childrens Aspirin ",NULL,Aspirin,Aspirin,NULL,NULL,4.4,Hilltop,Hilltop,RowanWarehouse
990,43075001,"Hilltop Mint Mouthwash ",NULL,Mouthwash,Mouthwash,NULL,NULL,16.2,Hilltop,Hilltop,RowanWarehouse
991,43076001,"High Top Almonds ",NULL,Nuts,Nuts,NULL,NULL,6.72,"High Top","High Top",RowanWarehouse
992,43077001,"High Top Asparagus ",NULL,"Fresh Vegetables","Fresh Vegetables",NULL,NULL,20.8,"High Top","High Top",RowanWarehouse
993,43078001,"High Top Baby Onion ",NULL,"Fresh Vegetables","Fresh Vegetables",NULL,NULL,6.51,"High Top","High Top",RowanWarehouse
994,43079001,"High Top Beets ",NULL,"Fresh Vegetables","Fresh Vegetables",NULL,NULL,10.1,"High Top","High Top",RowanWarehouse
995,43080001,"High Top Broccoli ",NULL,"Fresh Vegetables","Fresh Vegetables",NULL,NULL,5.85,"High Top","High Top",RowanWarehouse
996,43081001,"High Top Canned Peanuts ",NULL,"contains nut",Nuts,NULL,NULL,7.89,"High Top","High Top",RowanWarehouse
997,43082001,"High Top Cantelope ",NULL,"Fresh Fruit","Fresh Fruit",NULL,NULL,10.3,"High Top","High Top",RowanWarehouse
998,43083001,"High Top Cauliflower ",NULL,cauliflower,"Fresh Vegetables",NULL,NULL,17.7,"High Top","High Top",RowanWarehouse
999,43084001,"High Top Corn on the Cob ",NULL,corn,"Fresh Vegetables",NULL,NULL,14.1,"High Top","High Top",RowanWarehouse
1000,43085001,"High Top Dried Mushrooms ",NULL,"Fresh Vegetables","Fresh Vegetables",NULL,NULL,17.7,"High Top","High Top",RowanWarehouse
